Accession	Start	Stop	Tool
NZ_LR134300.1	350497	351365	CRISPRDetect
NZ_LR134300.1	1871797	1872306	CRISPRDetect
NZ_LR134300.1	1880830	1881159	CRISPRDetect
NZ_LR134300.1	1882430	1883298	CRISPRDetect
NZ_LR134300.1	3179989	3180933	CRISPRDetect
NZ_LR134300.1	3190493	3191132	CRISPRDetect
NZ_LT960777.1	1109695	1112042	CRISPRDetect
NZ_LT907782.1	2350424	2350791	CRISPRDetect
NC_020307.1	3904718	3905662	CRISPRDetect
NC_020307.1	3915194	3915651	CRISPRDetect
NZ_CP007404.2	2961369	2961887	CRISPRDetect
NZ_CP007404.2	2978039	2978678	CRISPRDetect
NZ_LT670846.1	558147	559448	CRISPRDetect
NZ_LT670846.1	790704	791794	CRISPRDetect
NZ_LT670846.1	977304	978330	CRISPRDetect
NZ_LT670846.1	1331019	1331445	CRISPRDetect
NZ_LT670846.1	1341711	1342204	CRISPRDetect
NZ_LT906439.1	1353137	1354955	CRISPRDetect
NC_020230.1	2235719	2239971	CRISPRDetect
NZ_LS992166.1	1084473	1084807	CRISPRDetect
NZ_LS992166.1	1111856	1112982	CRISPRDetect
NZ_LS992166.1	1114363	1114697	CRISPRDetect
NZ_CP063144.1	291515	291903	CRISPRDetect
NZ_LR134516.1	1231419	1231851	CRISPRDetect
NZ_LR134516.1	1889321	1889555	CRISPRDetect
NZ_LR134516.1	2068961	2069126	CRISPRDetect
NC_020229.1	359930	360296	CRISPRDetect
NZ_LR134501.1	495	830	CRISPRDetect
NZ_LR134501.1	7511	7723	CRISPRDetect
NZ_LR134501.1	24594	24991	CRISPRDetect
NZ_LR134501.1	375663	377459	CRISPRDetect
NZ_LR134501.1	3916425	3916821	CRISPRDetect
NZ_LR134501.1	6485207	6485601	CRISPRDetect
NZ_LR134501.1	6490881	6491582	CRISPRDetect
NZ_LR134501.1	6498446	6499093	CRISPRDetect
NZ_LR134501.1	6506165	6506866	CRISPRDetect
NC_020515.1	843484	844576	CRISPRDetect
NC_020515.1	950176	950542	CRISPRDetect
NC_020515.1	1552928	1554894	CRISPRDetect
NC_020515.1	1563910	1565143	CRISPRDetect
NZ_LS483324.1	2239687	2239842	CRISPRDetect
NZ_LT859958.1	979040	979617	CRISPRDetect
NZ_LT859958.1	1080609	1082562	CRISPRDetect
NZ_CP026995.1	435197	435366	CRISPRDetect
NZ_LR130530.1	1493073	1494061	CRISPRDetect
NZ_LR130530.1	2808127	2808994	CRISPRDetect
NZ_LR130530.1	2817521	2818149	CRISPRDetect
NZ_LR134203.1	1445661	1446423	CRISPRDetect
NZ_LR134203.1	1447096	1448255	CRISPRDetect
NZ_LR134228.1	1085594	1086721	CRISPRDetect
NZ_LR134228.1	1112925	1113869	CRISPRDetect
NZ_LR134228.1	3175470	3175673	CRISPRDetect
NZ_LR134242.1	102352	102846	CRISPRDetect
NZ_LR134242.1	108588	108951	CRISPRDetect
NZ_LR215037.1	554013	555108	CRISPRDetect
NZ_LR134349.1	1398225	1399285	CRISPRDetect
NZ_LR134349.1	1831393	1836770	CRISPRDetect
NZ_LS483348.1	1321033	1321861	CRISPRDetect
NZ_LS483348.1	1322535	1323692	CRISPRDetect
NZ_LR134254.1	2277256	2277773	CRISPRDetect
NZ_LR134254.1	2286526	2288384	CRISPRDetect
NZ_LR584267.1	1012578	1014864	CRISPRDetect
NZ_LR134226.1	1003125	1004008	CRISPRDetect
NZ_LR134226.1	1029708	1030347	CRISPRDetect
NZ_LS483323.1	572031	572530	CRISPRDetect
NZ_LS483323.1	947987	948225	CRISPRDetect
NZ_LS483393.1	1705261	1706284	CRISPRDetect
NZ_LR027874.1	2373337	2373488	CRISPRDetect
NZ_LR027874.1	2497492	2497688	CRISPRDetect
NZ_LR134504.1	920168	922088	CRISPRDetect
NZ_LR134504.1	927146	932421	CRISPRDetect
NZ_LR134504.1	1043760	1045985	CRISPRDetect
NZ_LS483358.1	239552	240603	CRISPRDetect
NZ_LS483464.1	915751	916981	CRISPRDetect
NC_021721.1	2338789	2339552	CRISPRDetect
NZ_LR133917.1	1116751	1116940	CRISPRDetect
NZ_LR133917.1	1929907	1930052	CRISPRDetect
NZ_LR134284.1	1057673	1057909	CRISPRDetect
NZ_LR134528.1	81666	82626	CRISPRDetect
NZ_LR134528.1	1475997	1476167	CRISPRDetect
NZ_LR698977.1	1156406	1163812	CRISPRDetect
NZ_LR890524.1	2968886	2969074	CRISPRDetect
NZ_LS483301.1	2319412	2319563	CRISPRDetect
NZ_LS483341.1	1271072	1272296	CRISPRDetect
NC_012207.1	3065406	3066763	CRISPRDetect
NC_012207.1	3068156	3070327	CRISPRDetect
NZ_LR134522.1	79793	81215	CRISPRDetect
NZ_CP007370.2	2961366	2961884	CRISPRDetect
NZ_CP007370.2	2978035	2978675	CRISPRDetect
NZ_LT996886.1	1063402	1064456	CRISPRDetect
NZ_LR134514.1	292365	296238	CRISPRDetect
NZ_LR134514.1	758546	759932	CRISPRDetect
NZ_LR134514.1	844627	846763	CRISPRDetect
NZ_LR134514.1	1543527	1547038	CRISPRDetect
NZ_LS483459.1	335038	335185	CRISPRDetect
NZ_LS483459.1	1901542	1904073	CRISPRDetect
NZ_LR134222.1	1006019	1007510	CRISPRDetect
NZ_LR134222.1	1023007	1023708	CRISPRDetect
NZ_LS483416.1	1541172	1542031	CRISPRDetect
NZ_LS483416.1	1622137	1622837	CRISPRDetect
NZ_LS483416.1	2205610	2206678	CRISPRDetect
NZ_LS483340.1	574255	574749	CRISPRDetect
NZ_LS483340.1	994905	995140	CRISPRDetect
NZ_LR134312.1	440524	441023	CRISPRDetect
NZ_LR134312.1	1684896	1686121	CRISPRDetect
NZ_LR134406.1	381348	381673	CRISPRDetect
NZ_LR134406.1	658631	660771	CRISPRDetect
NZ_LR134406.1	2897234	2898081	CRISPRDetect
NZ_LR134406.1	2899244	2904610	CRISPRDetect
NC_020888.1	2343575	2351280	CRISPRDetect
NZ_LS483311.1	2370035	2370230	CRISPRDetect
NZ_LT992502.1	1576325	1576596	CRISPRDetect
NZ_LT992502.1	1593329	1593839	CRISPRDetect
NZ_LR134298.1	265512	267821	CRISPRDetect
NZ_LR134298.1	1994503	1995191	CRISPRDetect
NZ_LS483315.1	569205	569634	CRISPRDetect
NZ_LS483315.1	987060	987297	CRISPRDetect
NZ_LS483347.1	658084	658378	CRISPRDetect
NZ_LR134227.1	979720	980115	CRISPRDetect
NZ_LR134227.1	1008003	1008337	CRISPRDetect
NZ_LR134365.1	203305	204249	CRISPRDetect
NZ_LR134365.1	705492	705656	CRISPRDetect
NZ_LR134365.1	708278	708968	CRISPRDetect
NZ_LR134365.1	962053	964244	CRISPRDetect
NZ_LS483394.1	772730	773099	CRISPRDetect
NZ_LS991421.1	1150777	1151676	CRISPRDetect
NZ_LS991421.1	1160577	1162276	CRISPRDetect
NZ_LS991421.1	2130589	2133398	CRISPRDetect
NZ_LR130531.1	124599	125466	CRISPRDetect
NZ_LR130531.1	133993	134621	CRISPRDetect
NZ_LR130531.1	5244660	5245648	CRISPRDetect
NZ_LR130527.1	4607580	4608568	CRISPRDetect
NZ_LR130527.1	5922545	5923412	CRISPRDetect
NZ_LR130527.1	5931939	5932567	CRISPRDetect
NZ_LR134502.1	1447421	1447853	CRISPRDetect
NZ_LS483336.1	1251124	1251489	CRISPRDetect
NZ_LS483381.1	852554	853316	CRISPRDetect
NZ_LR130532.1	3811878	3812819	CRISPRDetect
NZ_LR130532.1	3838507	3839146	CRISPRDetect
NZ_LR134375.1	2058252	2059214	CRISPRDetect
NZ_LR134375.1	2072217	2074586	CRISPRDetect
NZ_LR213452.1	2911486	2911634	CRISPRDetect
NZ_LR134305.1	620157	620293	CRISPRDetect
NZ_LR134340.1	1574738	1575548	CRISPRDetect
NZ_LR134340.1	1589849	1590358	CRISPRDetect
NZ_LR134297.1	1484836	1485004	CRISPRDetect
NZ_LR778143.1	2634392	2635702	CRISPRDetect
NZ_LR778143.1	2651203	2651965	CRISPRDetect
NZ_LS483387.1	864910	865803	CRISPRDetect
NZ_LR130555.1	1161495	1162808	CRISPRDetect
NZ_LR130555.1	1188354	1189116	CRISPRDetect
NZ_LR130555.1	3252758	3252906	CRISPRDetect
NZ_LR134248.1	1050679	1051502	CRISPRDetect
NZ_LR134248.1	1069735	1070008	CRISPRDetect
NZ_LR134195.1	2396501	2398690	CRISPRDetect
NZ_LR607350.1	322582	322790	CRISPRDetect
NZ_LS483328.1	574656	576479	CRISPRDetect
NZ_LS483328.1	1475101	1475401	CRISPRDetect
NZ_LS483349.1	412076	412503	CRISPRDetect
NZ_LS483349.1	741870	742038	CRISPRDetect
NZ_LS999206.1	1609756	1610565	CRISPRDetect
NZ_LR134306.1	1957763	1960376	CRISPRDetect
NZ_LR134306.1	2927781	2929611	CRISPRDetect
NZ_LR134306.1	3573129	3574056	CRISPRDetect
NZ_LR134506.1	1441572	1443755	CRISPRDetect
NZ_LR134506.1	1551968	1552815	CRISPRDetect
NZ_LR134506.1	1887666	1888950	CRISPRDetect
NZ_LR134506.1	1899984	1900756	CRISPRDetect
NZ_LR134201.1	3400808	3401976	CRISPRDetect
NZ_LR134201.1	3410994	3411142	CRISPRDetect
NZ_LR890583.1	2190514	2190969	CRISPRDetect
NZ_LR890583.1	2199721	2200480	CRISPRDetect
NZ_LR134484.1	861609	863487	CRISPRDetect
NZ_LR594690.1	425915	426798	CRISPRDetect
NZ_LR699003.1	1739051	1739359	CRISPRDetect
NZ_LR699003.1	1744412	1747279	CRISPRDetect
NZ_LR890288.1	998738	999377	CRISPRDetect
NZ_LR890288.1	1027863	1028135	CRISPRDetect
NZ_LR890422.1	1082364	1086292	CRISPRDetect
NZ_LR130236.1	796511	796748	CRISPRDetect
NZ_LR130236.1	1256835	1257130	CRISPRDetect
NZ_LS992171.1	1001180	1001514	CRISPRDetect
NZ_LS992171.1	1027063	1027580	CRISPRDetect
NZ_LR215023.1	691676	692302	CRISPRDetect
NZ_LR215023.1	693535	697997	CRISPRDetect
NZ_LR134092.1	1142689	1143450	CRISPRDetect
NZ_LR134092.1	1169149	1169971	CRISPRDetect
NZ_LR134092.1	3399377	3399526	CRISPRDetect
NZ_LR594045.1	1246837	1247532	CRISPRDetect
NZ_LR134283.1	233522	235077	CRISPRDetect
NZ_LR782232.1	1319153	1320341	CRISPRDetect
NZ_LR782232.1	1346042	1347291	CRISPRDetect
NZ_LR607381.1	1938906	1939065	CRISPRDetect
NZ_LR883965.1	3988254	3989930	CRISPRDetect
NZ_LR883965.1	4005431	4006069	CRISPRDetect
NZ_LR133996.1	3134366	3136653	CRISPRDetect
NZ_LR134330.1	6298540	6299119	CRISPRDetect
NZ_LR134330.1	6308292	6309055	CRISPRDetect
NZ_LR698954.1	2265921	2267475	CRISPRDetect
NZ_LR698996.1	124192	128143	CRISPRDetect
NZ_LR698996.1	3067050	3070619	CRISPRDetect
NZ_LR699002.1	1517121	1518526	CRISPRDetect
NZ_LR134537.1	2326435	2326855	CRISPRDetect
NZ_LR134094.1	1253217	1254573	CRISPRDetect
NZ_LR134094.1	1542050	1542950	CRISPRDetect
NZ_LR214938.2	579602	581420	CRISPRDetect
NZ_LR594672.1	442136	443019	CRISPRDetect
NZ_LR594672.1	444321	445174	CRISPRDetect
NZ_LR822027.1	674881	676237	CRISPRDetect
NZ_LR822027.1	929688	930452	CRISPRDetect
NZ_LR822027.1	1436207	1437829	CRISPRDetect
NZ_LR134282.1	1226316	1228528	CRISPRDetect
NZ_LR134523.1	245038	245906	CRISPRDetect
NZ_LR134523.1	1529928	1533063	CRISPRDetect
NZ_LR882973.1	1052441	1053122	CRISPRDetect
NZ_LR882973.1	1079012	1080139	CRISPRDetect
NZ_LR134373.1	1696290	1698598	CRISPRDetect
NZ_LR134373.1	2653734	2654482	CRISPRDetect
NZ_LR134366.1	301290	301921	CRISPRDetect
NZ_LR134366.1	446946	448516	CRISPRDetect
NZ_LR134533.1	148688	152866	CRISPRDetect
NZ_LR822015.1	629655	631274	CRISPRDetect
NZ_LR822015.1	870892	871217	CRISPRDetect
NZ_LR822030.1	650072	651426	CRISPRDetect
NZ_LR822030.1	1384488	1385712	CRISPRDetect
NZ_LR698979.1	549340	549589	CRISPRDetect
NZ_LR698979.1	796539	803260	CRISPRDetect
NZ_CP062310.1	1531702	1534682	CRISPRDetect
NZ_CP062310.1	1549604	1556833	CRISPRDetect
NZ_LR607357.1	2803768	2804469	CRISPRDetect
NZ_LR882500.1	3122633	3123043	CRISPRDetect
NZ_LR134479.1	1053840	1054975	CRISPRDetect
NZ_LR134479.1	1062568	1062965	CRISPRDetect
NZ_LR881940.1	1008457	1008730	CRISPRDetect
NZ_LR134488.1	32043	34787	CRISPRDetect
NZ_LR134488.1	587113	589867	CRISPRDetect
NZ_LR134488.1	1417996	1420487	CRISPRDetect
NZ_LR594037.1	858905	860789	CRISPRDetect
NZ_LR594037.1	1220335	1220505	CRISPRDetect
NZ_LR822019.1	622569	623330	CRISPRDetect
NZ_LR822019.1	850129	850529	CRISPRDetect
NZ_LR822019.1	929192	930197	CRISPRDetect
NC_021149.1	1707403	1707675	CRISPRDetect
NC_021149.1	1708724	1709060	CRISPRDetect
NC_021149.1	3261032	3263067	CRISPRDetect
NC_021149.1	3265060	3266363	CRISPRDetect
NZ_LR822043.1	631231	634365	CRISPRDetect
NZ_LR588408.1	1077059	1078246	CRISPRDetect
NZ_CM003136.1	617119	617355	CRISPRDetect
NZ_CM003136.1	855081	855340	CRISPRDetect
NZ_CM003136.1	1335873	1337130	CRISPRDetect
NC_020834.2	1020065	1022224	CRISPRDetect
NZ_LR882978.1	1130165	1130926	CRISPRDetect
NZ_LR882978.1	1156625	1157142	CRISPRDetect
NZ_LR882978.1	3211149	3211898	CRISPRDetect
NZ_LR882978.1	3220959	3221649	CRISPRDetect
NZ_LR740758.1	886551	887061	CRISPRDetect
NZ_LR740758.1	896119	896508	CRISPRDetect
NZ_LR822023.1	703272	704494	CRISPRDetect
NZ_LR822023.1	943183	944005	CRISPRDetect
NZ_LR822023.1	1031312	1032198	CRISPRDetect
NZ_LR822023.1	1461293	1464234	CRISPRDetect
NZ_LR881938.1	2861192	2861955	CRISPRDetect
NZ_LR881938.1	2887504	2887899	CRISPRDetect
NZ_LR890349.1	1091352	1092724	CRISPRDetect
NZ_LR890349.1	1121932	1122815	CRISPRDetect
NZ_LR890349.1	3246255	3246465	CRISPRDetect
NZ_LR822029.1	484136	485359	CRISPRDetect
NZ_LR822029.1	1184965	1185396	CRISPRDetect
NZ_LR782267.1	320100	320788	CRISPRDetect
NZ_LR782267.1	1052243	1052991	CRISPRDetect
NZ_LR782267.1	2124694	2125382	CRISPRDetect
NZ_LR782267.1	3720207	3721497	CRISPRDetect
NZ_LR607341.1	1100422	1101123	CRISPRDetect
NZ_LR607341.1	1930967	1931850	CRISPRDetect
NZ_LR594042.1	1220478	1222690	CRISPRDetect
NZ_LR778175.1	656178	659510	CRISPRDetect
NC_022991.1	2955057	2956185	CRISPRDetect
NC_022991.1	2972471	2972987	CRISPRDetect
NZ_LR594044.1	624784	626532	CRISPRDetect
NZ_LR822025.1	1042163	1042415	CRISPRDetect
NZ_LR822025.1	1257202	1258164	CRISPRDetect
NZ_CM001841.1	1479008	1480224	CRISPRDetect
NZ_CM001841.1	1512967	1513662	CRISPRDetect
NZ_CM001841.1	3542697	3542969	CRISPRDetect
NZ_CM001841.1	3756266	3756775	CRISPRDetect
NZ_CM001841.1	3765940	3766510	CRISPRDetect
NZ_LR890270.1	1606280	1606980	CRISPRDetect
NZ_LR890270.1	1632684	1632896	CRISPRDetect
NZ_LR890270.1	4656894	4657100	CRISPRDetect
NZ_LR698973.1	14161	15187	CRISPRDetect
NZ_LR698973.1	711854	712223	CRISPRDetect
NZ_CM002074.1	3106204	3107340	CRISPRDetect
NZ_CM002074.1	3108775	3110271	CRISPRDetect
NZ_LR217818.1	1103932	1104266	CRISPRDetect
NZ_LR217818.1	1129754	1130457	CRISPRDetect
NZ_CP021106.3	1835361	1837158	CRISPRDetect
NZ_OU016038.1	92972	93138	CRISPRDetect
NZ_AOOK01000125.1	122	267	CRISPRDetect
NZ_LR590477.1	107010	109034	CRISPRDetect
NZ_LR590477.1	946852	947049	CRISPRDetect
NZ_LR590477.1	2019073	2020298	CRISPRDetect
NZ_CM001974.1	758887	760417	CRISPRDetect
NZ_CM001974.1	769121	770049	CRISPRDetect
NZ_CM001974.1	775097	775725	CRISPRDetect
NZ_CM001974.1	1587647	1589261	CRISPRDetect
NZ_LR698971.1	1049004	1050560	CRISPRDetect
NZ_LR698976.1	262649	264002	CRISPRDetect
NZ_LR822042.1	625180	628914	CRISPRDetect
NZ_LR822042.1	1333772	1334732	CRISPRDetect
NZ_HG994861.1	265566	271344	CRISPRDetect
NZ_OD940437.1	562928	563560	CRISPRDetect
NZ_OD940437.1	1840099	1840730	CRISPRDetect
NC_020555.1	1362505	1364593	CRISPRDetect
NC_020555.1	1889863	1890231	CRISPRDetect
NC_021284.1	288023	288587	CRISPRDetect
NC_021284.1	1005965	1007785	CRISPRDetect
NZ_CM002104.1	3114957	3115949	CRISPRDetect
NZ_CM002104.1	3117383	3117720	CRISPRDetect
NZ_CP006955.1	887858	889087	CRISPRDetect
NZ_CP006955.1	898103	900136	CRISPRDetect
NZ_CP006955.1	1505706	1506138	CRISPRDetect
NZ_CP006955.1	1611730	1612756	CRISPRDetect
NC_021175.1	364753	367621	CRISPRDetect
NC_021175.1	525220	528358	CRISPRDetect
NZ_LR698991.1	916	1744	CRISPRDetect
NZ_LR698991.1	2305825	2309623	CRISPRDetect
NZ_LR890277.1	1009159	1010715	CRISPRDetect
NZ_LR890353.1	2167962	2168540	CRISPRDetect
NZ_LR890353.1	2177293	2178670	CRISPRDetect
NZ_LR607376.1	1738358	1738593	CRISPRDetect
NZ_LR890198.1	3277023	3278071	CRISPRDetect
NZ_LR890198.1	3287127	3287698	CRISPRDetect
NZ_LR890714.1	1228461	1229344	CRISPRDetect
NZ_LR890714.1	1256481	1257120	CRISPRDetect
NZ_LR890299.1	4463436	4464441	CRISPRDetect
NZ_LR890299.1	4491578	4492339	CRISPRDetect
NZ_LR890603.1	998738	999377	CRISPRDetect
NZ_LR890603.1	1027863	1028135	CRISPRDetect
NC_021059.1	2256950	2257101	CRISPRDetect
NC_021059.1	2380864	2381056	CRISPRDetect
NZ_LR822013.1	246143	247301	CRISPRDetect
NZ_LR822013.1	972397	974015	CRISPRDetect
NZ_LR881952.1	3257625	3257898	CRISPRDetect
NZ_LR881952.1	5365015	5365166	CRISPRDetect
NZ_LT719092.1	1529346	1535488	CRISPRDetect
NZ_CP058560.1	1900103	1903646	CRISPRDetect
NZ_LR890527.1	1009162	1010718	CRISPRDetect
NC_021486.1	475530	475896	CRISPRDetect
NC_021486.1	933638	933872	CRISPRDetect
NZ_CM002023.1	1469412	1470369	CRISPRDetect
NZ_CM002023.1	3766401	3766910	CRISPRDetect
NZ_CM002023.1	3775625	3776793	CRISPRDetect
NZ_CM002023.1	3776944	3777996	CRISPRDetect
NZ_CM002111.1	3113547	3114831	CRISPRDetect
NZ_CM002111.1	3115128	3116619	CRISPRDetect
NZ_LR898874.1	1149161	1149983	CRISPRDetect
NZ_LR898874.1	1175677	1175950	CRISPRDetect
NZ_CAJOCD010000001.1	265566	271344	CRISPRDetect
NZ_CM001975.1	366660	367116	CRISPRDetect
NZ_CM001975.1	662739	663074	CRISPRDetect
NZ_CM001975.1	3487177	3487386	CRISPRDetect
NZ_CM001975.1	3491087	3491235	CRISPRDetect
NZ_CM001975.1	3500321	3500589	CRISPRDetect
NZ_CP011666.1	2940	3396	CRISPRDetect
NZ_CP011666.1	52117	52939	CRISPRDetect
NZ_CP011666.1	59618	59891	CRISPRDetect
NZ_CP011666.1	68593	68928	CRISPRDetect
NZ_CP011666.1	83179	84983	CRISPRDetect
NZ_CP011666.1	92048	92810	CRISPRDetect
NZ_CP011666.1	93950	94102	CRISPRDetect
NZ_CP011666.1	99801	100929	CRISPRDetect
NZ_CP011666.1	106635	108982	CRISPRDetect
NZ_CP011666.1	129296	129750	CRISPRDetect
NZ_LR890562.1	1034390	1035819	CRISPRDetect
NZ_LR778300.1	341728	343972	CRISPRDetect
NZ_LR778300.1	596220	598739	CRISPRDetect
NZ_LR778300.1	1145251	1146447	CRISPRDetect
NZ_LR778300.1	1579449	1582317	CRISPRDetect
NZ_LR778300.1	1703650	1704443	CRISPRDetect
NZ_LR778300.1	1920617	1920848	CRISPRDetect
NC_021723.1	2145285	2147174	CRISPRDetect
NC_021870.1	2938495	2939135	CRISPRDetect
NC_021870.1	2955128	2956011	CRISPRDetect
NZ_LR890410.1	4477718	4477866	CRISPRDetect
NC_021485.1	940236	940932	CRISPRDetect
NZ_CM002101.1	3110718	3111636	CRISPRDetect
NZ_CM002101.1	3113029	3114744	CRISPRDetect
NZ_LR898868.1	946278	946795	CRISPRDetect
NZ_LR898868.1	964864	966174	CRISPRDetect
NZ_CM001973.2	436964	437298	CRISPRDetect
NZ_CM001973.2	437466	437678	CRISPRDetect
NZ_CM001973.2	672416	673665	CRISPRDetect
NZ_CM001973.2	3480152	3480300	CRISPRDetect
NZ_CM001973.2	3492238	3492926	CRISPRDetect
NZ_CM001973.2	3493130	3493638	CRISPRDetect
NZ_CM002064.1	3110112	3110664	CRISPRDetect
NZ_CM002064.1	3112099	3113450	CRISPRDetect
NZ_CP007425.1	2961369	2961887	CRISPRDetect
NZ_CP007425.1	2978039	2978678	CRISPRDetect
NC_012804.1	208373	208938	CRISPRDetect
NC_012804.1	1221278	1222719	CRISPRDetect
NC_012804.1	1857022	1857815	CRISPRDetect
NZ_CM000742.1	4737390	4737547	CRISPRDetect
NZ_CM002075.1	3108349	3109341	CRISPRDetect
NZ_CM002075.1	3110734	3112449	CRISPRDetect
NZ_CP009159.1	559621	560647	CRISPRDetect
NC_021064.1	53	387	CRISPRDetect
NC_021064.1	2525396	2526097	CRISPRDetect
NC_021715.1	1289388	1289539	CRISPRDetect
NC_021883.1	1068379	1069550	CRISPRDetect
NC_021872.1	1286506	1286806	CRISPRDetect
NC_023033.1	843829	845579	CRISPRDetect
NC_022998.1	501849	505513	CRISPRDetect
NZ_CP006954.1	809145	809378	CRISPRDetect
NZ_CP006954.1	817913	819547	CRISPRDetect
NZ_CP006954.1	1425186	1425350	CRISPRDetect
NZ_CP006954.1	1530974	1531802	CRISPRDetect
NZ_CP007438.1	2961369	2961887	CRISPRDetect
NZ_CP007438.1	2978039	2978678	CRISPRDetect
NZ_CP007756.1	199006	199188	CRISPRDetect
NZ_CP007756.1	235591	241888	CRISPRDetect
NZ_CP007756.1	1329034	1329729	CRISPRDetect
NZ_CP007756.1	2311052	2311418	CRISPRDetect
NZ_CP009215.1	2232535	2234092	CRISPRDetect
NZ_LT900021.1	814098	815200	CRISPRDetect
NZ_LT900021.1	1243845	1245568	CRISPRDetect
NZ_LT900021.1	1363972	1364143	CRISPRDetect
NZ_LT900021.1	1498627	1500282	CRISPRDetect
NZ_LT900021.1	1504756	1506551	CRISPRDetect
NZ_LT900021.1	1627102	1627397	CRISPRDetect
NZ_LT900021.1	1800239	1801406	CRISPRDetect
NZ_LT900021.1	1819199	1820180	CRISPRDetect
NZ_LT900021.1	1823855	1824343	CRISPRDetect
NZ_LT900021.1	2105698	2106466	CRISPRDetect
NZ_CM002112.1	3114839	3116811	CRISPRDetect
NC_021287.1	507943	508823	CRISPRDetect
NC_021740.1	3105615	3106899	CRISPRDetect
NC_021740.1	3108292	3110007	CRISPRDetect
NC_007164.1	773366	777055	CRISPRDetect
NZ_CM001983.1	480160	480372	CRISPRDetect
NZ_CM001983.1	3466372	3466867	CRISPRDetect
NZ_CM001983.1	3475361	3475569	CRISPRDetect
NZ_CM001983.1	3475911	3476480	CRISPRDetect
NZ_CM001983.1	3480055	3480682	CRISPRDetect
NZ_CM002125.1	3115002	3115630	CRISPRDetect
NZ_CM002125.1	3117065	3118489	CRISPRDetect
NZ_CM000741.1	4522405	4522685	CRISPRDetect
NZ_CP019198.1	1017852	1019527	CRISPRDetect
NZ_CP019198.1	1037399	1041151	CRISPRDetect
NZ_CP007388.2	2961369	2961887	CRISPRDetect
NZ_CP007388.2	2978039	2978678	CRISPRDetect
NZ_HG322949.1	2284019	2285024	CRISPRDetect
NZ_HG322949.1	3463926	3464504	CRISPRDetect
NZ_HG322949.1	3473805	3474554	CRISPRDetect
NZ_LR792632.1	123350	124306	CRISPRDetect
NZ_LR792632.1	440676	441879	CRISPRDetect
NZ_LR792632.1	588493	589907	CRISPRDetect
NZ_LR792632.1	610100	611398	CRISPRDetect
NZ_LR792632.1	847957	849139	CRISPRDetect
NZ_LR792632.1	885186	886686	CRISPRDetect
NZ_LR792632.1	1272129	1272931	CRISPRDetect
NZ_LR792632.1	1346283	1347790	CRISPRDetect
NZ_CM002048.1	3111081	3111633	CRISPRDetect
NZ_CM002048.1	3112734	3113197	CRISPRDetect
NZ_CM002048.1	3113531	3113860	CRISPRDetect
NZ_CM002048.1	3113966	3114153	CRISPRDetect
NZ_CM002105.1	3110112	3111396	CRISPRDetect
NZ_CM002105.1	3111765	3113184	CRISPRDetect
NZ_CP011536.1	1032229	1034575	CRISPRDetect
NZ_CP011536.1	1501963	1503105	CRISPRDetect
NZ_CP011536.1	1504459	1505397	CRISPRDetect
NC_000913.3	2877701	2878464	CRISPRDetect
NC_000913.3	2904013	2904408	CRISPRDetect
NZ_CM002065.1	3111851	3112915	CRISPRDetect
NZ_CM002065.1	3114350	3115419	CRISPRDetect
NC_022244.1	334380	335924	CRISPRDetect
NC_022244.1	942073	944024	CRISPRDetect
NC_022244.1	1295388	1295624	CRISPRDetect
NZ_CM001860.1	3876110	3876258	CRISPRDetect
NC_022806.1	5113346	5113484	CRISPRDetect
NZ_CM002060.1	3113574	3114052	CRISPRDetect
NZ_CM002060.1	3115487	3116480	CRISPRDetect
NZ_CP006860.1	539188	539798	CRISPRDetect
NC_022584.1	378085	379638	CRISPRDetect
NC_012622.1	698900	700752	CRISPRDetect
NC_012622.1	706739	708431	CRISPRDetect
NZ_CP006862.1	539209	539819	CRISPRDetect
NZ_CP007155.1	6148586	6148859	CRISPRDetect
NZ_CP008955.1	995428	995701	CRISPRDetect
NZ_CM002067.1	3114409	3115473	CRISPRDetect
NZ_CM002067.1	3116908	3118404	CRISPRDetect
NZ_CM002099.1	3108704	3109988	CRISPRDetect
NZ_CM002099.1	3111423	3111974	CRISPRDetect
NZ_CP007325.2	2961369	2961887	CRISPRDetect
NZ_CP007325.2	2978039	2978678	CRISPRDetect
NZ_AOOH01000057.1	29997	30758	CRISPRDetect
NC_021823.1	2955532	2956343	CRISPRDetect
NC_021823.1	2972636	2976441	CRISPRDetect
NZ_CM002757.1	2559202	2560146	CRISPRDetect
NZ_CM002757.1	2569527	2571387	CRISPRDetect
NZ_CP008970.1	2524557	2525471	CRISPRDetect
NZ_CP009208.1	383812	384389	CRISPRDetect
NZ_CP009208.1	393142	393665	CRISPRDetect
NC_021844.1	1046724	1047424	CRISPRDetect
NC_021844.1	1063546	1064187	CRISPRDetect
NZ_CP013216.1	1063394	1064292	CRISPRDetect
NC_021814.1	473159	474652	CRISPRDetect
NC_021814.1	490784	492566	CRISPRDetect
NC_021814.1	1173518	1174086	CRISPRDetect
NC_022246.1	768951	770240	CRISPRDetect
NZ_CP006262.1	3425838	3426416	CRISPRDetect
NC_012589.1	614481	614765	CRISPRDetect
NC_012589.1	619238	627117	CRISPRDetect
NC_012589.1	631174	637796	CRISPRDetect
NZ_CP007385.2	2961369	2961887	CRISPRDetect
NZ_CP007385.2	2978039	2978678	CRISPRDetect
NZ_CP007627.1	1425397	1427110	CRISPRDetect
